"Id","Carat","Cut","Color","Clarity","Depth","Table","Price","X","Y","Z"
"24631",1.3,"Good","E","VVS2",62.8,59,12967,6.95,6.99,4.38
"24632",2.01,"Very Good","J","VS2",60.8,58,12968,8.08,8.16,4.94
"24633",1.52,"Very Good","G","VS1",62.1,57,12968,7.27,7.32,4.53
"24634",1.53,"Premium","E","SI1",61.3,59,12968,7.4,7.35,4.52
"24635",2.18,"Premium","J","SI2",62.6,58,12970,8.25,8.23,5.16
"24636",2.14,"Premium","I","SI2",62.1,58,12970,8.31,8.23,5.13
"24637",1.59,"Ideal","H","VVS2",62.6,54,12971,7.43,7.47,4.67
"24638",1.71,"Ideal","E","SI2",62.7,55,12978,7.62,7.69,4.8
"24639",1.54,"Ideal","F","VS2",61.9,57,12978,7.42,7.35,4.57
"24640",2.03,"Premium","J","SI1",62.1,59,12979,8.12,8.06,5.02
"24641",2.13,"Premium","I","SI2",59.8,58,12980,8.43,8.37,5.02
"24642",1.51,"Very Good","H","VVS1",61.5,58,12981,7.3,7.39,4.52
"24643",1.78,"Very Good","D","SI2",62.5,57,12981,7.76,7.8,4.86
"24644",1.53,"Ideal","D","SI1",61.4,58,12981,7.35,7.44,4.54
"24645",1.79,"Premium","I","VS1",62.6,59,12985,7.65,7.72,4.81
"24646",2.01,"Good","I","SI2",63.5,60,12985,7.86,7.94,5.02
"24647",1.52,"Premium","F","VS2",62.2,58,12985,7.38,7.29,4.56
"24648",2,"Premium","E","SI2",60.3,58,12987,8.15,8.08,4.89
"24649",1.5,"Very Good","H","IF",63,59,12988,7.23,7.3,4.58
"24650",1.16,"Ideal","D","VVS2",62,55,12989,6.68,6.72,4.19
"24651",1.63,"Ideal","G","SI1",60.6,57,12990,7.63,7.68,4.63
"24652",1.58,"Ideal","F","SI1",60.2,56,12991,7.57,7.64,4.58
"24653",1.7,"Premium","H","VS2",61.9,60,12992,7.61,7.57,4.7
"24654",1.7,"Premium","H","VS2",62.8,58,12992,7.57,7.52,4.74
"24655",1.01,"Ideal","D","VVS2",61.6,57,12996,6.44,6.48,3.98
"24656",1.7,"Ideal","I","VS1",61.9,55,12996,7.65,7.72,4.75
"24657",1.73,"Very Good","H","VS2",61.7,56,12998,7.64,7.7,4.73
"24658",1.72,"Premium","H","SI1",61.4,59,12998,7.71,7.64,4.71
"24659",1.5,"Very Good","F","VS2",61.9,60,13001,7.29,7.32,4.52
"24660",1.52,"Very Good","E","VS2",60.3,59,13001,7.43,7.52,4.51
"24661",2.01,"Premium","I","VS2",59.5,60,13003,8.26,8.21,4.9
"24662",1.25,"Ideal","E","VVS2",60.9,60,13006,6.93,6.97,4.23
"24663",2.15,"Ideal","I","SI1",60.9,56,13006,8.38,8.33,5.09
"24664",2.1,"Fair","G","SI2",65.2,56,13007,7.97,7.93,5.19
"24665",2.1,"Very Good","G","SI2",63.4,58,13007,8.19,8.12,5.17
"24666",2,"Premium","G","SI2",60.8,55,13007,8.09,7.95,4.88
"24667",1.5,"Premium","G","VS1",62.4,60,13009,7.29,7.22,4.53
"24668",1.51,"Good","F","VS2",61,63,13010,7.32,7.39,4.49
"24669",1.51,"Very Good","F","VS2",63.7,60,13012,7.2,7.24,4.6
"24670",1.58,"Premium","G","VS2",62.6,59,13014,7.44,7.47,4.67
"24671",1.2,"Very Good","E","VVS1",61.3,60,13015,6.77,6.84,4.17
"24672",2.07,"Fair","D","SI2",64.5,60,13016,7.99,7.88,5.12
"24673",1.77,"Ideal","D","SI2",61.8,57,13026,7.77,7.71,4.78
"24674",2.44,"Premium","I","SI2",61.4,56,13027,8.74,8.7,5.35
"24675",1.22,"Ideal","F","VVS1",61.2,57,13029,6.88,6.92,4.22
"24676",1.23,"Ideal","E","VVS2",59.9,57,13034,6.95,7.03,4.19
"24677",1.5,"Ideal","G","VS1",60.6,57,13034,7.47,7.36,4.49
"24678",1.52,"Premium","G","VS1",61.4,58,13034,7.38,7.35,4.52
"24679",1.52,"Premium","G","VS1",62.4,58,13034,7.37,7.3,4.58
"24680",1.58,"Very Good","G","VS2",59.6,58,13037,7.59,7.69,4.55
"24681",1.5,"Very Good","F","VS2",63.9,57,13037,7.16,7.23,4.6
"24682",1.74,"Premium","I","VS1",62.5,57,13037,7.71,7.67,4.81
"24683",2.08,"Ideal","J","SI1",61.6,58,13038,8.15,8.22,5.04
"24684",2,"Very Good","J","VS2",60.8,62,13043,8.09,8.12,4.93
"24685",2.11,"Premium","J","VS2",59.9,60,13046,8.36,8.41,5.02
"24686",1.61,"Very Good","E","SI1",62.3,57,13047,7.43,7.47,4.64
"24687",1.75,"Good","I","VS1",58.3,59,13047,7.92,7.97,4.63
"24688",1.5,"Ideal","G","VS2",62.2,58,13049,7.31,7.29,4.54
"24689",2.01,"Premium","I","SI2",58.2,61,13052,8.24,8.2,4.78
"24690",1.05,"Ideal","F","IF",61.7,56,13060,6.48,6.56,4.02
"24691",0.41,"Good","E","SI2",63.4,58,638,4.71,4.75,3
"24692",0.41,"Good","E","SI2",63.2,58,638,4.68,4.72,2.97
"24693",0.41,"Very Good","E","SI2",59.5,62,638,4.8,4.84,2.87
"24694",0.41,"Good","E","SI2",63.3,56,638,4.69,4.73,2.98
"24695",0.3,"Very Good","G","VVS2",60.4,60,638,4.3,4.34,2.61
"24696",0.3,"Ideal","G","VVS2",62.2,54,638,4.29,4.33,2.68
"24697",0.3,"Very Good","G","VVS2",59.7,63,638,4.34,4.37,2.6
"24698",0.3,"Very Good","G","VVS2",62.9,58,638,4.26,4.29,2.69
"24699",0.3,"Very Good","H","VVS1",62.6,56,638,4.25,4.28,2.67
"24700",0.3,"Very Good","H","VVS1",61.1,61,638,4.27,4.3,2.62
"24701",0.3,"Good","H","VVS1",63.1,54,638,4.28,4.34,2.72
"24702",0.3,"Ideal","H","VVS1",62.5,53.8,639,4.31,4.33,2.69
"24703",0.4,"Ideal","I","VS2",61.8,56,639,4.73,4.79,2.94
"24704",0.32,"Ideal","E","VS2",62.1,55,639,4.39,4.43,2.74
"24705",0.32,"Ideal","E","VS2",61.7,56,639,4.39,4.43,2.72
"24706",0.32,"Ideal","F","VS1",61.5,56,639,4.4,4.44,2.72
"24707",0.41,"Ideal","I","SI1",61.6,56,639,4.79,4.82,2.96
"24708",0.38,"Ideal","G","SI1",60.2,57,639,4.72,4.77,2.85
"24709",0.38,"Ideal","G","SI1",61.9,56,639,4.64,4.67,2.88
"24710",0.31,"Premium","E","VS2",58.6,58,639,4.46,4.42,2.6
"24711",0.31,"Premium","E","VS2",58.1,60,639,4.49,4.42,2.59
"24712",0.3,"Very Good","H","VS1",63.2,59,639,4.31,4.27,2.71
"24713",0.3,"Very Good","E","VS2",61.5,58,640,4.28,4.31,2.64
"24714",0.31,"Very Good","G","VS1",61.6,56,640,4.35,4.38,2.69
"24715",0.31,"Very Good","G","VS1",61.9,54,640,4.36,4.4,2.71
"24716",0.31,"Very Good","G","VS1",60.5,57,640,4.39,4.42,2.67
"24717",0.3,"Very Good","E","VS1",58.4,62,640,4.37,4.43,2.57
"24718",0.3,"Very Good","E","VS1",63.8,59,640,4.21,4.22,2.69
"24719",0.38,"Very Good","E","SI1",58.3,61,640,4.75,4.86,2.8
"24720",0.31,"Ideal","F","VS2",61.1,56,640,4.35,4.39,2.67
"24721",1.03,"Ideal","F","IF",62.3,57,13060,6.44,6.49,4.03
"24722",1.39,"Ideal","G","IF",60.6,55,13061,7.27,7.21,4.39
"24723",1.67,"Ideal","H","VS2",62.6,56,13063,7.57,7.55,4.73
"24724",2.03,"Very Good","I","SI2",62.8,59,13063,8.04,8.08,5.06
"24725",2.03,"Very Good","I","SI2",62.8,60,13063,7.99,8.05,5.04
"24726",2.14,"Ideal","E","SI2",62.7,55,13065,8.26,8.21,5.16
"24727",2.2,"Premium","J","SI2",60.9,60,13065,8.42,8.34,5.1
"24728",1.51,"Very Good","G","VS2",64,56,13068,7.22,7.3,4.65
"24729",2.02,"Premium","I","VS2",59.2,58,13068,8.29,8.25,4.89
"24730",1.71,"Good","H","VS2",63.7,58,13068,7.57,7.54,4.81
"24731",2.23,"Premium","J","SI1",62.1,59,13069,8.29,8.33,5.16
"24732",2.11,"Premium","G","SI2",61.4,62,13069,8.25,8.21,5.05
"24733",1.51,"Premium","F","VS2",62.1,59,13074,7.37,7.26,4.54
"24734",1.51,"Premium","H","IF",60.2,60,13075,7.41,7.44,4.47
"24735",1.53,"Premium","G","VS2",59.4,59,13077,7.55,7.51,4.47
"24736",1.72,"Premium","H","SI1",62.9,58,13078,7.63,7.59,4.79
"24737",1.56,"Premium","G","VS1",60.2,60,13079,7.47,7.52,4.51
"24738",1.51,"Very Good","F","VS2",63.2,56,13080,7.22,7.28,4.58
"24739",1.75,"Premium","H","SI1",61.4,59,13081,7.79,7.69,4.75
"24740",2.17,"Premium","F","SI2",59.3,61,13084,8.6,8.53,5.08
"24741",1.77,"Premium","I","VS1",62.2,58,13085,7.76,7.68,4.8
"24742",1.2,"Ideal","F","VVS1",61.1,55,13088,6.86,6.89,4.2
"24743",2.09,"Premium","J","SI2",60,60,13092,8.32,8.37,5.01
"24744",1.91,"Premium","I","SI1",59.6,60,13092,8.02,7.98,4.77
"24745",2.26,"Very Good","H","SI2",63.2,58,13095,8.38,8.26,5.26
"24746",1.25,"Ideal","G","VVS1",61.3,57,13096,6.9,6.94,4.24
"24747",1.71,"Premium","I","VS1",60.7,60,13097,7.74,7.71,4.69
"24748",1.71,"Ideal","E","SI2",62.7,55,13097,7.69,7.62,4.8
"24749",2,"Premium","D","SI2",61.9,59,13098,8.02,8,4.98
"24750",1.96,"Very Good","H","SI2",62.7,58,13099,7.86,7.93,4.95
"24751",1.73,"Very Good","H","VS2",59.2,61,13102,7.78,7.82,4.62
"24752",1.79,"Premium","I","VS1",62.6,59,13104,7.72,7.65,4.81
"24753",1.5,"Premium","H","IF",63,59,13107,7.3,7.23,4.58
"24754",2.03,"Good","D","SI2",63.1,59,13109,8.12,7.99,5.08
"24755",2.02,"Ideal","I","SI2",61.7,57,13109,8.05,8.12,4.99
"24756",2.01,"Very Good","J","VS2",61.1,59,13109,8.04,8.07,4.92
"24757",1.54,"Ideal","G","VS2",62,55.6,13110,7.35,7.44,4.59
"24758",1.13,"Very Good","D","VVS2",61.5,58,13111,6.64,6.67,4.09
"24759",1.5,"Premium","G","VS2",60.5,59,13112,7.39,7.35,4.46
"24760",2,"Very Good","J","VS2",60.7,59,13113,8.12,8.15,4.94
"24761",1.51,"Ideal","G","VS2",61.9,57,13115,7.37,7.3,4.54
"24762",2.02,"Premium","I","SI2",58,58,13117,8.34,8.25,4.81
"24763",2.02,"Premium","I","SI2",61.2,58,13117,8.11,8.04,4.94
"24764",2.09,"Premium","H","SI2",60.9,58,13119,8.23,8.2,5
"24765",1.53,"Premium","G","VS1",60.2,59,13119,7.5,7.45,4.5
"24766",1.54,"Premium","G","VS2",61.8,58,13120,7.43,7.39,4.58
"24767",1.72,"Premium","H","VS2",61.9,56,13122,7.74,7.67,4.77
"24768",1.7,"Premium","I","VVS2",61.7,57.4,13127,7.62,7.67,4.71
"24769",2.02,"Ideal","J","SI1",62.2,57,13132,8.06,8.11,5.03
"24770",1.58,"Premium","G","VS2",62.6,59,13132,7.47,7.44,4.67
"24771",2.01,"Premium","J","SI2",60.8,57.2,13133,8.13,8.15,4.95
"24772",2,"Premium","H","SI2",61.5,61,13134,8.13,8.1,4.99
"24773",1.83,"Very Good","E","SI2",62.8,56,13134,7.76,7.82,4.89
"24774",1.51,"Premium","F","VS1",62.7,59,13134,7.31,7.23,4.56
"24775",1.5,"Ideal","G","VS2",60.7,54,13135,7.41,7.48,4.53
"24776",1.5,"Ideal","G","VS2",61.7,54,13135,7.36,7.4,4.55
"24777",1.5,"Ideal","G","VS2",62,55,13135,7.33,7.36,4.56
"24778",1.6,"Ideal","F","SI1",61.1,55,13140,7.55,7.58,4.62
"24779",2.02,"Good","H","SI2",59,61,13144,8.26,8.31,4.89
"24780",2.13,"Premium","J","SI2",62.6,58,13148,8.21,8.18,5.13
"24781",1.71,"Very Good","F","SI1",63.3,53,13152,7.54,7.59,4.79
"24782",1.52,"Ideal","G","VS2",61.5,56,13153,7.38,7.45,4.56
"24783",1.5,"Ideal","G","VS2",62.2,54,13154,7.39,7.34,4.58
"24784",1.51,"Good","G","VVS2",63.8,59,13155,7.24,7.28,4.63
"24785",2.75,"Ideal","D","I1",60.9,57,13156,9.04,8.98,5.49
"24786",1.51,"Ideal","E","VS2",61.1,57,13157,7.43,7.41,4.53
"24787",1.51,"Premium","G","VS2",60.8,60,13157,7.42,7.38,4.5
"24788",1.5,"Good","F","VS2",58.6,64,13160,7.52,7.46,4.39
"24789",1.52,"Very Good","G","VS2",61.9,56,13161,7.28,7.39,4.54
"24790",1.51,"Ideal","D","SI1",62,56,13162,7.35,7.39,4.57
"24791",2,"Premium","J","VS2",60.8,62,13162,8.12,8.09,4.93
"24792",1.51,"Ideal","G","VS2",62.2,59,13163,7.28,7.34,4.55
"24793",1.2,"Ideal","D","VVS2",62.7,56,13165,6.78,6.81,4.26
"24794",1.31,"Ideal","G","VVS2",60.3,56,13168,7.09,7.15,4.29
"24795",1.71,"Very Good","H","SI1",60.8,56,13169,7.77,7.73,4.71
"24796",1.55,"Ideal","E","SI1",61.5,56,13171,7.36,7.4,4.54
"24797",1.62,"Premium","F","SI1",62.6,58,13177,7.48,7.53,4.7
"24798",1.56,"Premium","G","VS2",61.9,58,13178,7.4,7.44,4.59
"24799",1.24,"Ideal","G","IF",62,55,13178,6.93,6.89,4.29
"24800",2.03,"Premium","I","SI2",63,56,13182,8.12,8.05,5.09
"24801",2.03,"Premium","I","SI2",62.8,59,13182,8.08,8.04,5.06
"24802",2.03,"Ideal","I","SI2",60,57,13182,8.32,8.2,4.96
"24803",2.1,"Ideal","I","SI1",61.7,55,13182,8.21,8.13,5.04
"24804",1.63,"Good","F","SI1",59.8,56,13187,7.57,7.64,4.55
"24805",1.53,"Very Good","G","VS1",62.8,59,13189,7.32,7.36,4.61
"24806",1.71,"Ideal","H","VS2",62.4,58,13190,7.64,7.68,4.78
"24807",1.51,"Premium","H","IF",60.2,60,13194,7.44,7.41,4.47
"24808",1.51,"Premium","G","VS2",61.2,61,13194,7.44,7.33,4.52
"24809",1.54,"Very Good","D","SI1",63,59,13196,7.31,7.35,4.62
"24810",1.71,"Ideal","G","SI1",62.1,56,13196,7.65,7.61,4.74
"24811",2.06,"Premium","I","SI2",62.7,60,13198,8.11,8.06,5.07
"24812",2.01,"Premium","H","SI2",61.9,57,13199,8.13,7.96,4.98
"24813",1.27,"Very Good","F","VVS1",62.5,56,13200,6.99,6.93,4.35
"24814",2.29,"Ideal","J","SI2",62.3,57,13200,8.39,8.43,5.24
"24815",2.01,"Ideal","F","SI2",62.9,56,13201,8.05,7.9,5.02
"24816",2,"Very Good","J","VS1",61,51.6,13203,8.14,8.18,4.97
"24817",3,"Premium","G","I1",59.7,60,13203,9.42,9.26,5.58
"24818",2.14,"Premium","J","SI2",61.5,59,13205,8.25,8.3,5.11
"24819",2.08,"Very Good","H","SI2",63.4,59,13206,8.06,8,5.09
"24820",1.53,"Premium","G","VS2",59.9,61,13206,7.54,7.45,4.49
"24821",1.52,"Premium","G","VS1",61.5,58,13207,7.39,7.31,4.52
"24822",1.63,"Very Good","H","VVS1",59.1,58,13211,7.68,7.84,4.59
"24823",2.09,"Premium","J","SI2",60,60,13212,8.37,8.32,5.01
"24824",1.51,"Ideal","G","VS2",59.8,57,13214,7.48,7.53,4.48
"24825",1.52,"Very Good","F","VS2",60.9,56,13215,7.38,7.44,4.51
"24826",2.01,"Premium","J","SI1",63,57,13219,8.07,8,5.06
"24827",1.73,"Premium","H","VS2",59.2,61,13221,7.82,7.78,4.62
"24828",1.51,"Premium","F","VS2",61.8,56,13221,7.39,7.28,4.53
"24829",1.53,"Very Good","G","VS2",58.9,59,13225,7.58,7.61,4.47
"24830",2.01,"Premium","J","VS2",61.5,60,13228,8.13,8.07,4.98
"24831",1.53,"Very Good","G","VS1",60.3,59,13228,7.52,7.58,4.55
"24832",2.01,"Premium","J","VS2",61.1,59,13228,8.07,8.04,4.92
"24833",2.03,"Premium","D","SI2",61.7,58,13229,8.14,8.1,5.01
"24834",2.02,"Ideal","I","SI2",61.7,57,13229,8.12,8.05,4.99
"24835",2.02,"Premium","H","SI1",61.4,61,13229,8.09,8.03,4.95
"24836",1.35,"Ideal","G","VVS2",61.5,55,13230,7.11,7.16,4.39
"24837",1.5,"Good","D","VS2",64.1,54,13232,7.17,7.24,4.62
"24838",2.11,"Premium","H","SI2",61,58,13233,8.31,8.27,5.06
"24839",1.51,"Ideal","G","VS2",62,56,13234,7.32,7.35,4.55
"24840",1.5,"Very Good","G","VS2",63.5,54,13239,7.26,7.22,4.6
"24841",2.33,"Good","G","SI2",63.9,60,13242,8.37,8.3,5.32
"24842",1.7,"Ideal","I","VVS2",61.7,57,13247,7.67,7.62,4.71
"24843",1.53,"Good","H","IF",63.1,57,13248,7.25,7.34,4.6
"24844",1.53,"Very Good","G","VS2",61.6,57,13248,7.3,7.4,4.53
"24845",1.51,"Premium","F","VS2",63,56,13248,7.3,7.26,4.59
"24846",2.17,"Premium","H","SI1",62.3,58,13248,8.29,8.25,5.15
"24847",1.73,"Ideal","I","VS1",61.4,57,13250,7.7,7.65,4.71
"24848",1.38,"Ideal","G","VVS1",61.8,56,13250,7.15,7.12,4.41
"24849",1.73,"Premium","I","VS1",61.8,58,13250,7.75,7.68,4.76
"24850",1.63,"Very Good","G","VS2",62.5,57,13253,7.46,7.49,4.67
"24851",2.01,"Ideal","J","SI2",60.8,57,13253,8.15,8.13,4.95
"24852",1.51,"Ideal","E","SI1",62.2,56,13254,7.31,7.36,4.56
"24853",1.83,"Ideal","E","SI2",62.8,56,13254,7.82,7.76,4.89
"24854",1.7,"Premium","G","SI1",61.7,58,13256,7.69,7.6,4.72
"24855",1.18,"Ideal","F","VVS1",61.5,55.6,13257,6.79,6.83,4.19
"24856",1.32,"Ideal","G","VVS2",61.6,56,13261,7.03,7.08,4.35
"24857",2,"Ideal","J","VS2",62.3,55,13263,8.03,8.06,5.01
"24858",2.18,"Premium","I","SI1",63,58,13263,8.23,8.17,5.22
"24859",2.02,"Premium","F","SI2",61.3,58,13267,8.09,8.05,4.95
"24860",2.01,"Very Good","F","SI1",63.4,58,13275,8.03,7.96,5.07
"24861",1.51,"Good","G","VVS2",63.8,59,13275,7.28,7.24,4.63
"24862",1.93,"Very Good","I","SI1",62.8,58,13278,7.89,7.97,4.98
"24863",2.5,"Fair","H","SI2",64.9,58,13278,8.46,8.43,5.48
"24864",2.5,"Fair","H","SI2",64.9,58,13278,8.46,8.43,5.48
"24865",1.52,"Ideal","E","SI1",62.1,56,13280,7.35,7.38,4.57
"24866",1.52,"Premium","G","VS2",61.9,56,13282,7.39,7.28,4.54
"24867",1.54,"Very Good","G","VS1",60.7,60,13284,7.43,7.55,4.55
"24868",2.02,"Good","I","SI1",64.3,56,13286,7.85,7.99,5.09
"24869",1.5,"Very Good","D","VS2",62.4,59,13287,7.21,7.27,4.52
"24870",1.52,"Premium","G","VS2",62.7,58,13287,7.38,7.29,4.6
"24871",1.71,"Good","E","SI1",64,53,13287,7.68,7.54,4.87
"24872",1.57,"Premium","F","SI1",58.3,58,13288,7.72,7.68,4.49
"24873",1.64,"Ideal","F","SI1",61.8,55,13289,7.6,7.58,4.69
"24874",1.55,"Ideal","E","SI1",61.5,56,13291,7.4,7.36,4.54
"24875",1.54,"Premium","G","VS2",60.2,60,13292,7.51,7.44,4.5
"24876",1.51,"Premium","G","VS1",61.1,58,13293,7.38,7.36,4.5
"24877",1.62,"Premium","F","SI1",63,58,13298,7.47,7.43,4.69
"24878",1.59,"Ideal","D","SI1",61.3,56,13298,7.5,7.6,4.63
"24879",1.62,"Premium","F","SI1",62.6,58,13298,7.53,7.48,4.7
"24880",1.7,"Premium","H","VS2",62.4,57,13298,7.6,7.54,4.72
"24881",1.56,"Premium","G","VS2",61.9,58,13299,7.44,7.4,4.59
"24882",2.12,"Premium","H","SI2",61.5,59,13307,8.26,8.21,5.06
"24883",1.5,"Good","G","VS2",61.4,58.8,13307,7.32,7.37,4.5
"24884",1.01,"Very Good","D","VVS1",62.8,57,13312,6.36,6.41,4.01
"24885",1.54,"Premium","D","SI1",63,59,13316,7.35,7.31,4.62
"24886",2.15,"Good","G","SI2",63.8,58,13317,8.23,8.08,5.2
"24887",2.06,"Premium","G","SI1",59.3,61,13317,8.44,8.36,4.98
"24888",2.15,"Premium","G","SI2",59.7,60,13317,8.4,8.37,5.01
"24889",1.27,"Premium","F","VVS1",62.5,56,13320,6.99,6.93,4.35
"24890",2,"Ideal","H","VS2",60.5,56,13320,8.34,8.22,5.01
"24891",2,"Very Good","H","SI1",63.2,54,13320,7.97,7.88,5.01
"24892",2,"Good","E","SI2",57.3,65,13320,8.26,8.22,4.72
"24893",2,"Ideal","H","SI1",62.9,56,13320,8.06,7.97,5.04
"24894",1.2,"Premium","E","VVS1",60.2,60,13321,6.84,6.97,4.16
"24895",2.01,"Very Good","I","SI2",61.8,58,13323,8.01,8.05,4.96
"24896",1.53,"Ideal","E","SI1",61.2,58,13324,7.39,7.44,4.54
"24897",1.51,"Ideal","F","VS2",61.7,57,13325,7.37,7.31,4.53
"24898",1.71,"Premium","D","SI2",60.6,60,13325,7.76,7.69,4.68
"24899",2.14,"Premium","J","SI2",61.5,59,13326,8.3,8.25,5.11
"24900",1.58,"Premium","D","SI1",60.2,58,13329,7.6,7.46,4.56
"24901",1.58,"Premium","D","SI1",59,59,13329,7.68,7.63,4.52
"24902",1.52,"Ideal","D","SI1",61.2,57,13329,7.47,7.4,4.55
"24903",1.5,"Premium","F","VS2",62.4,57,13333,7.38,7.29,4.58
"24904",1.51,"Ideal","F","SI1",61.7,56,13334,7.35,7.41,4.55
"24905",1.51,"Very Good","G","VVS2",62.1,59,13337,7.28,7.34,4.54
"24906",1.99,"Good","J","VS2",62.9,61,13338,7.91,8.06,4.99
"24907",2.1,"Very Good","J","VS2",61.5,60.7,13340,8.16,8.21,5.03
"24908",2.01,"Premium","H","VS2",62.8,58,13342,7.99,7.9,4.99
"24909",1.06,"Ideal","E","IF",62,57,13344,6.49,6.54,4.04
"24910",1.51,"Very Good","G","VS1",61.8,57,13348,7.31,7.42,4.55
"24911",2,"Ideal","F","SI2",61.6,57,13351,8.16,8.1,5.01
"24912",1.51,"Ideal","G","VS2",62,56,13355,7.35,7.32,4.55
"24913",2.19,"Premium","J","SI2",61.8,60,13355,8.35,8.25,5.13
"24914",2.03,"Ideal","J","SI1",62.6,55,13357,8.06,8.1,5.06
"24915",1.28,"Ideal","G","IF",61.7,56,13360,6.95,6.99,4.3
"24916",1.75,"Premium","D","SI2",60.6,60,13363,7.74,7.78,4.7
"24917",1.63,"Ideal","F","SI1",61.5,56,13363,7.55,7.58,4.66
"24918",1.73,"Premium","F","SI1",58,62,13365,7.95,7.91,4.6
"24919",1.91,"Premium","I","SI1",60.9,53,13367,8.11,8.07,4.93
"24920",1.91,"Premium","I","SI1",63,59,13367,7.91,7.87,4.97
"24921",1.53,"Ideal","G","VS2",61.6,57,13369,7.4,7.3,4.53
"24922",1.53,"Very Good","H","IF",63.1,57,13369,7.34,7.25,4.6
"24923",2.21,"Premium","H","SI2",62.9,60,13369,8.27,8.23,5.19
"24924",2.13,"Fair","H","SI2",64.5,58,13370,8.09,8.01,5.19
"24925",2.13,"Premium","I","SI1",62.5,60,13370,8.18,8.13,5.1
"24926",1.5,"Very Good","D","VS2",63,59,13372,7.24,7.3,4.58
"24927",2.07,"Ideal","F","SI2",60.5,57,13373,8.28,8.21,4.99
"24928",1.68,"Ideal","H","SI1",61.9,56,13375,7.63,7.72,4.75
"24929",1.71,"Premium","H","VS2",62.5,58,13376,7.64,7.52,4.74
"24930",1.5,"Ideal","G","VS1",61.8,56,13377,7.38,7.31,4.54
"24931",1.51,"Very Good","G","VS1",62.9,58,13378,7.32,7.41,4.63
"24932",1.5,"Very Good","G","VS1",62.4,57,13379,7.24,7.31,4.54
"24933",2.01,"Fair","F","SI1",58.6,95,13387,8.32,8.31,4.87
"24934",2.01,"Premium","H","SI1",60.6,59,13387,8.23,8.17,4.97
"24935",2.01,"Premium","E","SI2",62.2,60,13387,8.02,7.96,4.97
"24936",2.01,"Ideal","E","SI2",62.1,57,13387,8,7.88,4.93
"24937",1.52,"Premium","F","VS2",60.5,58,13389,7.49,7.53,4.54
"24938",1.75,"Ideal","I","SI1",61.8,56,13393,7.67,7.71,4.75
"24939",2.17,"Premium","J","SI2",62.3,60,13395,8.33,8.2,5.15
"24940",1.58,"Ideal","H","VVS2",61.4,56,13397,7.49,7.52,4.61
"24941",2.03,"Ideal","I","SI2",60.8,59,13398,8.12,8.2,4.96
"24942",1.7,"Ideal","G","VS1",62.5,57,13398,7.61,7.57,4.74
"24943",2.02,"Fair","J","VS1",64.6,59,13399,7.95,7.9,5.12
"24944",2.01,"Premium","J","VS2",60.5,60,13400,8.13,8.09,4.91
"24945",2.01,"Premium","I","SI2",60,61,13400,8.13,8.08,4.86
"24946",2.1,"Ideal","H","VS2",62.5,57,13403,8.21,8.18,5.12
"24947",1.11,"Premium","D","VVS1",62,54,13405,6.67,6.63,4.16
"24948",1.31,"Ideal","G","VVS1",61.9,55,13406,7.03,7.05,4.36
"24949",1.7,"Premium","G","SI1",62.1,57,13417,7.61,7.55,4.71
"24950",1.86,"Premium","G","SI2",62.8,58,13420,7.83,7.75,4.89
"24951",2,"Premium","G","SI2",62.9,58,13420,7.98,7.92,5
"24952",1.55,"Ideal","H","IF",61.4,57,13421,7.42,7.47,4.57
"24953",2.14,"Premium","H","SI2",61.2,57,13421,8.36,8.32,5.1
"24954",1.53,"Premium","F","VS2",62.2,58,13423,7.36,7.27,4.55
"24955",1.68,"Ideal","H","VS2",61.3,56,13427,7.77,7.67,4.73
"24956",1.5,"Ideal","G","VS2",61.4,59,13428,7.37,7.32,4.5
"24957",1.58,"Ideal","E","SI1",61,57,13434,7.5,7.55,4.59
"24958",2.08,"Premium","F","SI2",62,60,13437,8.15,8.1,5.04
"24959",1.37,"Ideal","G","IF",62.3,54,13439,7.11,7.15,4.43
"24960",2,"Fair","H","SI1",65.1,59,13442,7.83,7.77,5.08
"24961",1.68,"Premium","G","VS1",58.2,57,13445,7.89,7.85,4.58
"24962",1.71,"Very Good","H","VS2",62.6,59,13445,7.54,7.58,4.73
"24963",1.71,"Ideal","H","VS2",62.5,57,13445,7.59,7.63,4.76
"24964",1.5,"Premium","D","SI1",61.6,59,13445,7.4,7.3,4.53
"24965",2.02,"Ideal","F","SI2",62.7,57,13453,8.07,7.93,5.03
"24966",2.02,"Premium","H","SI1",63,60,13453,7.85,7.79,4.93
"24967",2.12,"Premium","H","SI2",61.5,59,13460,8.26,8.21,5.06
"24968",1.57,"Ideal","G","VS1",61.9,55,13462,7.53,7.47,4.64
"24969",2.1,"Ideal","J","VS2",61.5,61,13462,8.21,8.16,5.03
"24970",2.01,"Good","I","SI1",64.1,62,13464,7.85,7.94,5.06
"24971",2.01,"Very Good","I","SI1",61.7,60,13464,7.99,8.12,4.97
"24972",1.73,"Ideal","I","VS2",61,56,13465,7.72,7.79,4.73
"24973",1.2,"Ideal","E","VVS1",61.6,57,13474,6.78,6.83,4.19
"24974",1.51,"Premium","F","VS2",62.2,60,13474,7.25,7.34,4.54
"24975",2.04,"Premium","J","VS2",61.4,59,13477,8.04,8.14,4.97
"24976",1.71,"Ideal","H","SI1",61.8,57,13477,7.74,7.69,4.76
"24977",2,"Good","H","SI2",63.6,57,13480,8.01,7.97,5.08
"24978",1.52,"Premium","G","VS2",62,58,13483,7.33,7.39,4.56
